BHP.AX,2020-03-02 10:00:00+11:00,33.05,33.11,31.88,32.33,0,0.0,0.0
BHP.AX,2020-03-02 11:00:00+11:00,32.33,32.53,32.27,32.51,1856052,0.0,0.0
BHP.AX,2020-03-02 12:00:00+11:00,32.51,33.2,32.46,33.09,1982182,0.0,0.0
BHP.AX,2020-03-02 13:00:00+11:00,33.08,33.48,32.99,33.35,1449004,0.0,0.0
BHP.AX,2020-03-02 14:00:00+11:00,33.35,33.46,33.26,33.29,1254587,0.0,0.0
BHP.AX,2020-03-02 15:00:00+11:00,33.29,33.39,33.16,33.39,1730765,0.0,0.0
BHP.AX,2020-03-03 10:00:00+11:00,33.98,34.37,33.92,34.3,0,0.0,0.0
BHP.AX,2020-03-03 11:00:00+11:00,34.3,34.47,34.23,34.42,1035984,0.0,0.0
BHP.AX,2020-03-03 12:00:00+11:00,34.42,34.43,34.06,34.08,1859080,0.0,0.0
BHP.AX,2020-03-03 13:00:00+11:00,34.08,34.19,34.03,34.19,552175,0.0,0.0
BHP.AX,2020-03-03 14:00:00+11:00,34.19,34.2,33.98,34.17,1031380,0.0,0.0
BHP.AX,2020-03-03 15:00:00+11:00,34.17,34.32,33.97,34.13,1731078,0.0,0.0
BHP.AX,2020-03-04 10:00:00+11:00,33.75,33.96,33.44,33.64,0,0.0,0.0
BHP.AX,2020-03-04 11:00:00+11:00,33.63,33.76,33.55,33.58,960440,0.0,0.0
BHP.AX,2020-03-04 12:00:00+11:00,33.58,33.8,33.58,33.73,945434,0.0,0.0
BHP.AX,2020-03-04 13:00:00+11:00,33.73,33.74,33.55,33.62,834072,0.0,0.0
BHP.AX,2020-03-04 14:00:00+11:00,33.62,33.8,33.61,33.65,951672,0.0,0.0
BHP.AX,2020-03-04 15:00:00+11:00,33.63,33.76,33.57,33.67,1360803,0.0,0.0
BHP.AX,2020-03-05 10:00:00+11:00,34.12,34.15,33.68,33.8,0,0.994036,0.0
BHP.AX,2020-03-05 11:00:00+11:00,33.8,33.85,33.56,33.73,996363,0.0,0.0
BHP.AX,2020-03-05 12:00:00+11:00,33.73,33.75,33.27,33.29,1211593,0.0,0.0
BHP.AX,2020-03-05 13:00:00+11:00,33.3,33.45,33.26,33.35,751013,0.0,0.0
BHP.AX,2020-03-05 14:00:00+11:00,33.35,33.41,33.27,33.33,561715,0.0,0.0
BHP.AX,2020-03-05 15:00:00+11:00,33.32,33.43,33.24,33.26,1105437,0.0,0.0
BHP.AX,2020-03-06 10:00:00+11:00,32.69,32.87,32.5,32.73,0,0.0,0.0
BHP.AX,2020-03-06 11:00:00+11:00,32.72,32.9,32.69,32.83,556519,0.0,0.0
BHP.AX,2020-03-06 12:00:00+11:00,32.84,32.85,32.6,32.69,575357,0.0,0.0
BHP.AX,2020-03-06 13:00:00+11:00,32.69,32.69,32.47,32.54,773217,0.0,0.0
BHP.AX,2020-03-06 14:00:00+11:00,32.55,32.58,32.34,32.35,627729,0.0,0.0
BHP.AX,2020-03-06 15:00:00+11:00,32.35,32.48,32.29,32.36,1208879,0.0,0.0
BHP.AX,2020-03-09 10:00:00+11:00,28.82,29.93,27.98,29.14,0,0.0,0.0
BHP.AX,2020-03-09 11:00:00+11:00,29.15,29.19,28.35,28.36,2469970,0.0,0.0
BHP.AX,2020-03-09 12:00:00+11:00,28.36,28.43,28.04,28.14,2157276,0.0,0.0
BHP.AX,2020-03-09 13:00:00+11:00,28.14,28.31,28.05,28.25,2053458,0.0,0.0
BHP.AX,2020-03-09 14:00:00+11:00,28.25,28.44,28.05,28.06,1735200,0.0,0.0
BHP.AX,2020-03-09 15:00:00+11:00,28.06,28.14,27.55,27.55,2912445,0.0,0.0
BHP.AX,2020-03-10 10:00:00+11:00,27.12,27.86,26.86,27.53,0,0.0,0.0
BHP.AX,2020-03-10 11:00:00+11:00,27.54,27.78,27.37,27.68,2893983,0.0,0.0
BHP.AX,2020-03-10 12:00:00+11:00,27.67,28.46,27.66,27.99,2972990,0.0,0.0
BHP.AX,2020-03-10 13:00:00+11:00,27.99,28.42,27.94,28.4,1829260,0.0,0.0
BHP.AX,2020-03-10 14:00:00+11:00,28.4,28.53,28.26,28.5,2456655,0.0,0.0
BHP.AX,2020-03-10 15:00:00+11:00,28.5,29.14,28.46,29.0,3442201,0.0,0.0
BHP.AX,2020-03-11 10:00:00+11:00,28.7,29.55,28.51,29.0,0,0.0,0.0
BHP.AX,2020-03-11 11:00:00+11:00,28.99,29.18,28.78,28.98,2129861,0.0,0.0
BHP.AX,2020-03-11 12:00:00+11:00,28.98,29.19,28.63,28.84,1907963,0.0,0.0
BHP.AX,2020-03-11 13:00:00+11:00,28.84,28.85,28.6,28.66,1200353,0.0,0.0
BHP.AX,2020-03-11 14:00:00+11:00,28.67,28.75,28.5,28.66,1753913,0.0,0.0
BHP.AX,2020-03-11 15:00:00+11:00,28.67,28.84,28.59,28.73,2225257,0.0,0.0
BHP.AX,2020-03-12 10:00:00+11:00,27.88,27.9,27.33,27.38,2941136,0.0,0.0
BHP.AX,2020-03-12 11:00:00+11:00,27.37,27.86,27.35,27.79,1721022,0.0,0.0
BHP.AX,2020-03-12 12:00:00+11:00,27.8,27.83,26.61,26.61,3247753,0.0,0.0
BHP.AX,2020-03-12 13:00:00+11:00,26.61,27.08,26.01,26.78,2226872,0.0,0.0
BHP.AX,2020-03-12 14:00:00+11:00,26.78,26.9,26.2,26.22,1702222,0.0,0.0
BHP.AX,2020-03-12 15:00:00+11:00,26.21,27.09,26.1,27.03,3774262,0.0,0.0
BHP.AX,2020-03-13 10:00:00+11:00,24.98,25.91,24.05,25.29,0,0.0,0.0
BHP.AX,2020-03-13 11:00:00+11:00,25.28,25.39,24.71,24.91,3150017,0.0,0.0
BHP.AX,2020-03-13 12:00:00+11:00,24.9,24.9,24.23,24.58,2821543,0.0,0.0
BHP.AX,2020-03-13 13:00:00+11:00,24.57,25.5,24.48,25.46,2853243,0.0,0.0
BHP.AX,2020-03-13 14:00:00+11:00,25.45,26.33,25.13,26.25,4500938,0.0,0.0
BHP.AX,2020-03-13 15:00:00+11:00,26.25,27.34,25.96,25.98,6223574,0.0,0.0
BHP.AX,2020-03-16 10:00:00+11:00,25.72,26.13,25.11,25.77,0,0.0,0.0
BHP.AX,2020-03-16 11:00:00+11:00,25.77,26.78,25.73,26.29,1985471,0.0,0.0
BHP.AX,2020-03-16 12:00:00+11:00,26.3,26.39,25.98,26.07,1222132,0.0,0.0
BHP.AX,2020-03-16 13:00:00+11:00,26.07,26.08,25.5,25.69,1506520,0.0,0.0
BHP.AX,2020-03-16 14:00:00+11:00,25.69,26.03,25.66,25.73,1449349,0.0,0.0
BHP.AX,2020-03-16 15:00:00+11:00,25.73,26.12,25.71,25.85,2816539,0.0,0.0
BHP.AX,2020-03-17 10:00:00+11:00,26.09,26.95,26.09,26.74,0,0.0,0.0
BHP.AX,2020-03-17 11:00:00+11:00,26.72,27.35,26.47,27.25,2223828,0.0,0.0
BHP.AX,2020-03-17 12:00:00+11:00,27.24,28.54,27.15,27.78,3252752,0.0,0.0
BHP.AX,2020-03-17 13:00:00+11:00,27.78,27.87,27.14,27.48,2067525,0.0,0.0
BHP.AX,2020-03-17 14:00:00+11:00,27.48,28.01,27.37,27.87,1692467,0.0,0.0
BHP.AX,2020-03-17 15:00:00+11:00,27.86,28.39,27.7,28.11,3417795,0.0,0.0
BHP.AX,2020-03-18 10:00:00+11:00,28.4,28.92,27.71,27.9,0,0.0,0.0
BHP.AX,2020-03-18 11:00:00+11:00,27.9,28.65,27.8,27.84,1349640,0.0,0.0
BHP.AX,2020-03-18 12:00:00+11:00,27.85,27.99,27.51,27.61,1443694,0.0,0.0
BHP.AX,2020-03-18 13:00:00+11:00,27.61,27.94,27.3,27.91,2702262,0.0,0.0
BHP.AX,2020-03-18 14:00:00+11:00,27.91,27.93,27.01,27.16,1555254,0.0,0.0
BHP.AX,2020-03-18 15:00:00+11:00,27.17,27.85,26.82,27.61,3031770,0.0,0.0
BHP.AX,2020-03-19 10:00:00+11:00,28.09,28.36,27.4,27.95,0,0.0,0.0
BHP.AX,2020-03-19 11:00:00+11:00,27.95,28.55,27.56,28.09,2225032,0.0,0.0
BHP.AX,2020-03-19 12:00:00+11:00,28.09,28.18,27.29,27.38,1773542,0.0,0.0
BHP.AX,2020-03-19 13:00:00+11:00,27.38,27.48,26.5,26.71,2059154,0.0,0.0
BHP.AX,2020-03-19 14:00:00+11:00,26.7,26.8,26.38,26.4,2865919,0.0,0.0
BHP.AX,2020-03-19 15:00:00+11:00,26.39,27.5,26.39,27.04,3536716,0.0,0.0
BHP.AX,2020-03-20 10:00:00+11:00,27.66,27.94,27.01,27.41,0,0.0,0.0
BHP.AX,2020-03-20 11:00:00+11:00,27.42,27.55,27.27,27.27,977166,0.0,0.0
BHP.AX,2020-03-20 12:00:00+11:00,27.27,27.91,27.16,27.7,3718308,0.0,0.0
BHP.AX,2020-03-20 13:00:00+11:00,27.71,27.85,27.53,27.65,964299,0.0,0.0
BHP.AX,2020-03-20 14:00:00+11:00,27.66,27.74,27.21,27.3,1447277,0.0,0.0
BHP.AX,2020-03-20 15:00:00+11:00,27.3,27.69,27.06,27.31,3178819,0.0,0.0
BHP.AX,2020-03-23 10:00:00+11:00,26.0,26.39,25.69,26.25,0,0.0,0.0
BHP.AX,2020-03-23 11:00:00+11:00,26.25,27.1,26.22,26.69,1872713,0.0,0.0
BHP.AX,2020-03-23 12:00:00+11:00,26.69,26.78,26.2,26.57,1334979,0.0,0.0
BHP.AX,2020-03-23 13:00:00+11:00,26.55,27.27,26.44,26.95,2738548,0.0,0.0
BHP.AX,2020-03-23 14:00:00+11:00,26.95,27.39,26.94,27.26,1858434,0.0,0.0
BHP.AX,2020-03-23 15:00:00+11:00,27.26,28.05,27.11,27.5,3144401,0.0,0.0
BHP.AX,2020-03-24 10:00:00+11:00,27.69,28.27,27.42,28.08,0,0.0,0.0
BHP.AX,2020-03-24 11:00:00+11:00,28.09,28.57,28.04,28.31,1816973,0.0,0.0
BHP.AX,2020-03-24 12:00:00+11:00,28.32,28.5,27.94,28.27,1449276,0.0,0.0
BHP.AX,2020-03-24 13:00:00+11:00,28.27,28.29,27.74,27.92,1354354,0.0,0.0
BHP.AX,2020-03-24 14:00:00+11:00,27.92,28.0,27.74,27.83,1104983,0.0,0.0
BHP.AX,2020-03-24 15:00:00+11:00,27.83,28.38,27.75,28.31,1761946,0.0,0.0
BHP.AX,2020-03-25 10:00:00+11:00,30.75,31.19,30.35,30.45,0,0.0,0.0
BHP.AX,2020-03-25 11:00:00+11:00,30.45,30.82,30.2,30.25,1632163,0.0,0.0
BHP.AX,2020-03-25 12:00:00+11:00,30.25,30.43,30.15,30.25,1730261,0.0,0.0
BHP.AX,2020-03-25 13:00:00+11:00,30.25,30.33,29.95,30.25,1719790,0.0,0.0
BHP.AX,2020-03-25 13:46:21+11:00,30.07,30.07,30.07,30.07,0,0.0,0.0
BHP.AX,2020-03-25 14:00:00+11:00,30.25,30.31,29.92,30.06,1216199,0.0,0.0
BHP.AX,2020-03-25 15:00:00+11:00,30.07,30.58,30.06,30.47,2451477,0.0,0.0
BHP.AX,2020-03-26 10:00:00+11:00,31.49,31.72,31.0,31.21,1902689,0.0,0.0
BHP.AX,2020-03-26 11:00:00+11:00,31.2,31.34,30.87,30.87,1386947,0.0,0.0
BHP.AX,2020-03-26 12:00:00+11:00,30.87,30.88,30.47,30.71,1175246,0.0,0.0
BHP.AX,2020-03-26 13:00:00+11:00,30.72,31.25,30.56,31.14,1353055,0.0,0.0
BHP.AX,2020-03-26 13:03:21+11:00,30.62,30.62,30.62,30.62,0,0.0,0.0
BHP.AX,2020-03-26 14:00:00+11:00,31.16,31.49,30.97,31.4,1395487,0.0,0.0
BHP.AX,2020-03-26 15:00:00+11:00,31.41,31.42,31.07,31.19,250738,0.0,0.0
BHP.AX,2020-03-26 15:07:58+11:00,31.25,31.25,31.25,31.25,0,0.0,0.0
